,REF_DATE,GEO,DGUID,Class of electricity producer,Type of electricity generation,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,year,Prov
22973,2016-03-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484808,2.1.10,0.0,,,,0,2016,NL
22995,2016-03-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v1059484874,3.1.2,0.0,,,,0,2016,PE
22999,2016-03-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484838,3.1.11,879.0,,,,0,2016,PE
23000,2016-03-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484881,3.1.7,0.0,,,,0,2016,PE
23001,2016-03-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174714,3.1.8,54254.0,,,,0,2016,PE
23002,2016-03-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484911,3.1.9,0.0,,,,0,2016,PE
23003,2016-03-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484811,3.1.10,0.0,,,,0,2016,PE
23021,2016-03-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174721,4.1.2,123478.0,,,,0,2016,NS
23024,2016-03-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484841,4.1.11,735956.0,,,,0,2016,NS
23025,2016-03-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v44174724,4.1.7,1901.0,,,,0,2016,NS
23026,2016-03-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174725,4.1.8,90611.0,,,,0,2016,NS
23027,2016-03-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484914,4.1.9,0.0,,,,0,2016,NS
23028,2016-03-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484814,4.1.10,0.0,,,,0,2016,NS
23047,2016-03-01,New Brunswick,2016A000213,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174736,5.1.2,354185.0,,,,0,2016,NB
23049,2016-03-01,New Brunswick,2016A000213,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174738,5.1.4,491101.0,,,,0,2016,NB
23052,2016-03-01,New Brunswick,2016A000213,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484844,5.1.11,500168.0,,,,0,2016,NB
23053,2016-03-01,New Brunswick,2016A000213,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484885,5.1.7,0.0,,,,0,2016,NB
23054,2016-03-01,New Brunswick,2016A000213,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v53845222,5.1.8,71832.0,,,,0,2016,NB
23055,2016-03-01,New Brunswick,2016A000213,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484917,5.1.9,0.0,,,,0,2016,NB
23056,2016-03-01,New Brunswick,2016A000213,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484817,5.1.10,0.0,,,,0,2016,NB
23078,2016-03-01,Quebec,2016A000224,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174752,6.1.2,18072702.0,,,,0,2016,QC
23080,2016-03-01,Quebec,2016A000224,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174754,6.1.4,,..,,,0,2016,QC
23083,2016-03-01,Quebec,2016A000224,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484847,6.1.11,219550.0,,,,0,2016,QC
23084,2016-03-01,Quebec,2016A000224,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174757,6.1.8,803384.0,,,,0,2016,QC
23085,2016-03-01,Quebec,2016A000224,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484920,6.1.9,115.0,,,,0,2016,QC
23086,2016-03-01,Quebec,2016A000224,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484820,6.1.10,0.0,,,,0,2016,QC
23106,2016-03-01,Ontario,2016A000235,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174770,7.1.2,3403377.0,,,,0,2016,ON
23108,2016-03-01,Ontario,2016A000235,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174772,7.1.4,7696686.0,,,,0,2016,ON
23111,2016-03-01,Ontario,2016A000235,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484850,7.1.11,1250724.0,,,,0,2016,ON
23112,2016-03-01,Ontario,2016A000235,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174775,7.1.8,787487.0,,,,0,2016,ON
23113,2016-03-01,Ontario,2016A000235,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v54259610,7.1.9,108205.0,,,,0,2016,ON
23114,2016-03-01,Ontario,2016A000235,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v67408299,7.1.10,0.0,,,,0,2016,ON
23135,2016-03-01,Manitoba,2016A000246,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174789,8.1.2,3123068.0,,,,0,2016,MB
23139,2016-03-01,Manitoba,2016A000246,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484853,8.1.11,8509.0,,,,0,2016,MB
23140,2016-03-01,Manitoba,2016A000246,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v53845224,8.1.8,87144.0,,,,0,2016,MB
23141,2016-03-01,Manitoba,2016A000246,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1061444188,8.1.9,0.0,,,,0,2016,MB
23142,2016-03-01,Manitoba,2016A000246,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484824,8.1.10,0.0,,,,0,2016,MB
23161,2016-03-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174802,9.1.2,266673.0,,,,0,2016,SK
23165,2016-03-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484856,9.1.11,1849510.0,,,,0,2016,SK
23166,2016-03-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174806,9.1.8,67664.0,,,,0,2016,SK
23167,2016-03-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484924,9.1.9,0.0,,,,0,2016,SK
23168,2016-03-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v62783204,9.1.10,0.0,,,,0,2016,SK
23187,2016-03-01,Alberta,2016A000248,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174631,10.1.2,161315.0,,,,0,2016,AB
23191,2016-03-01,Alberta,2016A000248,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484859,10.1.11,6196588.0,,,,0,2016,AB
23192,2016-03-01,Alberta,2016A000248,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174635,10.1.8,461390.0,,,,0,2016,AB
23193,2016-03-01,Alberta,2016A000248,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484927,10.1.9,101.0,,,,0,2016,AB
23194,2016-03-01,Alberta,2016A000248,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v72497746,10.1.10,18838.0,,,,0,2016,AB
23214,2016-03-01,British Columbia,2016A000259,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174647,11.1.2,4900888.0,,,,0,2016,BC
23218,2016-03-01,British Columbia,2016A000259,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484862,11.1.11,604152.0,,,,0,2016,BC
23219,2016-03-01,British Columbia,2016A000259,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484888,11.1.7,0.0,,,,0,2016,BC
23220,2016-03-01,British Columbia,2016A000259,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v1059484899,11.1.8,127307.0,,,,0,2016,BC
23221,2016-03-01,British Columbia,2016A000259,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484930,11.1.9,0.0,,,,0,2016,BC
23222,2016-03-01,British Columbia,2016A000259,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484829,11.1.10,0.0,,,,0,2016,BC
23244,2016-03-01,Yukon,2016A000260,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174662,12.1.2,37971.0,,,,0,2016,YT
23247,2016-03-01,Yukon,2016A000260,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484865,12.1.11,1912.0,,,,0,2016,YT
23248,2016-03-01,Yukon,2016A000260,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174664,12.1.8,54.0,,,,0,2016,YT
23249,2016-03-01,Yukon,2016A000260,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484933,12.1.9,0.0,,,,0,2016,YT
23250,2016-03-01,Yukon,2016A000260,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v99450114,12.1.10,0.0,,,,0,2016,YT
23265,2016-03-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174672,13.1.2,20691.0,,,,0,2016,NT
23268,2016-03-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484868,13.1.11,47543.0,,,,0,2016,NT
23269,2016-03-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v65654502,13.1.8,1141.0,,,,0,2016,NT
23270,2016-03-01,Northwest Territories,2016A000261,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484936,13.1.9,8.0,,,,0,2016,NT
23286,2016-03-01,Nunavut,2016A000262,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174684,14.1.2,0.0,,,,0,2016,NU
23289,2016-03-01,Nunavut,2016A000262,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484871,14.1.11,17180.0,,,,0,2016,NU
23290,2016-03-01,Nunavut,2016A000262,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v1059484904,14.1.8,0.0,,,,0,2016,NU
23291,2016-03-01,Nunavut,2016A000262,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484939,14.1.9,0.0,,,,0,2016,NU
23339,2016-04-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174696,2.1.2,2677767.0,,,,0,2016,NL
23343,2016-04-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484835,2.1.11,208418.0,,,,0,2016,NL
23344,2016-04-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484878,2.1.7,0.0,,,,0,2016,NL
23345,2016-04-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v54257822,2.1.8,16341.0,,,,0,2016,NL
23346,2016-04-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484908,2.1.9,0.0,,,,0,2016,NL
23347,2016-04-01,Newfoundland and Labrador,2016A000210,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484808,2.1.10,0.0,,,,0,2016,NL
23369,2016-04-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v1059484874,3.1.2,0.0,,,,0,2016,PE
23373,2016-04-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484838,3.1.11,416.0,,,,0,2016,PE
23374,2016-04-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484881,3.1.7,0.0,,,,0,2016,PE
23375,2016-04-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174714,3.1.8,51223.0,,,,0,2016,PE
23376,2016-04-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484911,3.1.9,0.0,,,,0,2016,PE
23377,2016-04-01,Prince Edward Island,2016A000211,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484811,3.1.10,0.0,,,,0,2016,PE
23395,2016-04-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174721,4.1.2,111394.0,,,,0,2016,NS
23398,2016-04-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484841,4.1.11,593943.0,,,,0,2016,NS
23399,2016-04-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v44174724,4.1.7,1800.0,,,,0,2016,NS
23400,2016-04-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174725,4.1.8,83942.0,,,,0,2016,NS
23401,2016-04-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484914,4.1.9,0.0,,,,0,2016,NS
23402,2016-04-01,Nova Scotia,2016A000212,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484814,4.1.10,0.0,,,,0,2016,NS
23421,2016-04-01,New Brunswick,2016A000213,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174736,5.1.2,560171.0,,,,0,2016,NB
23423,2016-04-01,New Brunswick,2016A000213,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174738,5.1.4,10664.0,,,,0,2016,NB
23426,2016-04-01,New Brunswick,2016A000213,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484844,5.1.11,558655.0,,,,0,2016,NB
23427,2016-04-01,New Brunswick,2016A000213,Total all classes of electricity producer,Tidal power turbine,Megawatt hours,210,units,0,v1059484885,5.1.7,0.0,,,,0,2016,NB
23428,2016-04-01,New Brunswick,2016A000213,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v53845222,5.1.8,71500.0,,,,0,2016,NB
23429,2016-04-01,New Brunswick,2016A000213,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484917,5.1.9,0.0,,,,0,2016,NB
23430,2016-04-01,New Brunswick,2016A000213,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484817,5.1.10,0.0,,,,0,2016,NB
23452,2016-04-01,Quebec,2016A000224,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174752,6.1.2,15737625.0,,,,0,2016,QC
23454,2016-04-01,Quebec,2016A000224,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174754,6.1.4,,..,,,0,2016,QC
23457,2016-04-01,Quebec,2016A000224,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484847,6.1.11,195980.0,,,,0,2016,QC
23458,2016-04-01,Quebec,2016A000224,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174757,6.1.8,823781.0,,,,0,2016,QC
23459,2016-04-01,Quebec,2016A000224,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1059484920,6.1.9,152.0,,,,0,2016,QC
23460,2016-04-01,Quebec,2016A000224,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484820,6.1.10,0.0,,,,0,2016,QC
23480,2016-04-01,Ontario,2016A000235,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174770,7.1.2,3350370.0,,,,0,2016,ON
23482,2016-04-01,Ontario,2016A000235,Total all classes of electricity producer,Nuclear steam turbine,Megawatt hours,210,units,0,v44174772,7.1.4,6882949.0,,,,0,2016,ON
23485,2016-04-01,Ontario,2016A000235,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484850,7.1.11,1078148.0,,,,0,2016,ON
23486,2016-04-01,Ontario,2016A000235,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v44174775,7.1.8,686061.0,,,,0,2016,ON
23487,2016-04-01,Ontario,2016A000235,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v54259610,7.1.9,154361.0,,,,0,2016,ON
23488,2016-04-01,Ontario,2016A000235,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v67408299,7.1.10,0.0,,,,0,2016,ON
23509,2016-04-01,Manitoba,2016A000246,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174789,8.1.2,3067767.0,,,,0,2016,MB
23513,2016-04-01,Manitoba,2016A000246,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484853,8.1.11,13302.0,,,,0,2016,MB
23514,2016-04-01,Manitoba,2016A000246,Total all classes of electricity producer,Wind power turbine,Megawatt hours,210,units,0,v53845224,8.1.8,100752.0,,,,0,2016,MB
23515,2016-04-01,Manitoba,2016A000246,Total all classes of electricity producer,Solar,Megawatt hours,210,units,0,v1061444188,8.1.9,0.0,,,,0,2016,MB
23516,2016-04-01,Manitoba,2016A000246,Total all classes of electricity producer,Other types of electricity generation,Megawatt hours,210,units,0,v1059484824,8.1.10,0.0,,,,0,2016,MB
23535,2016-04-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Hydraulic turbine,Megawatt hours,210,units,0,v44174802,9.1.2,316285.0,,,,0,2016,SK
23539,2016-04-01,Saskatchewan,2016A000247,Total all classes of electricity producer,Total electricity production from combustible fuels,Megawatt hours,210,units,0,v1059484856,9.1.11,1574176.0,,,,0,2016,SK
